username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
bio_dojo,,,19,0,11,0,"@AlternateJones @elonmusk @RationalEtienne 1000 Optimuses will be available not later than summer 2023. Most will be used in Gigafactories, a dozen will be sent to Moon and Mars, driving Cybertruck for exploration and collecting stuffs. ""Boring Drill"" and stronger Tesla Bots will also be sent in 2027 for mining.",[]
Saenen_Dirk,"https://t.co/TRFPL9TdEz.Eng.  Energy, KU-Leuven. Happy Tesla driver ModelS #P19910 since 11.2013; & Model3 res. holder since 03.2019",,83,109,1935,0,"@getjeda Cybertruck doesn't need a garage.

Actually...It's a garage on it's own.",[]
JohnAda93071556,Memento,,119,18,712,0,"@TeslaAIBot When they start making them, will you take my Cybertruck to the store and pick up some eggs for me? I assume it will drive, and you will ride in the driver seat? I will be busy at home lavishing finite time before death.",[]
John011235,↘️ Programmer / Youtuber / Leaker / Reverse Engineering / Tesla Model 3 Owner and All Around Car Enthusiast ↙️,"shenzhen,china",1221,3001,43722,0,"@TeslaOwnersEBay “Cybertruck will never exist, but, these will”",[]
VonDanger42,Must be Thursday. Never could get the hang of Thursday...,"Flint, MI",2352,203,81498,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
PrvnKalavai,"Future #FSDbeta tester/ Model 3 - VIN 94304/ Cybertruck/ Tesla/ SpaceX/ TheBoringCompany/ Neuralink

*Tweets are just my opinions and not investment advice*","Chelsea, MA",187,95,3682,0,"@tsla04401009 @TroyTeslike In both Q1 and Q2 calls, @elonmusk did reiterate that Cybertruck production is going to be tricky with all the new tech that's going into it as well as tech that's required to build it.
Clearly readiness of 4680 is going to likely determine most of the future product timelines.",[]
netniks,,"Wapakoneta, OH",14,9,231,0,@elonmusk logo for Tesla’s upcoming Cybertruck https://t.co/H6WcALL6np,[]
snakethejake34,Main: @perronbread57 I'm probably watching hockey right now. Squidward Community College class of 2024. Founder of @tacobell,Texas,102,25,793,0,Day 420 of asking @elonmusk for a Cybertruck until he gives me one,[]
SawyerMerritt,Co-Founder of @TwinBirchUSA. A sustainable lifestyle clothing startup (coming 2021). $TSLA Investor. My tweets aren't financial/investment advice.,Northeast,577,62001,44614,10,"This turned out to be completely wrong &amp; I want to explain how it happened

Somebody saw Oct mentioned next to Cybertruck and told me prod will start in Oct. I thought wow that's so early, it must be before Model Y. In hindsight Oct might be referring to the building or machinery https://t.co/pkqvWOUy53",[]
TSLAQbot,Always checking those Lumbar Logs,,64,29,512,10,"This turned out to be completely wrong &amp; I want to explain how it happened

Somebody saw Oct mentioned next to Cybertruck and told me prod will start in Oct. I thought wow that's so early, it must be before Model Y. In hindsight Oct might be referring to the building or machinery https://t.co/pkqvWOUy53",[]
TSLAQbot,Always checking those Lumbar Logs,,64,29,512,5,"Based on Elon's comment here it appears Cybertruck is now delayed until Q3 2022 (2:51:54): https://t.co/RJjDxsjJSY

""Obviously, there will be a future hardware 4 or full self-driving computer 2 which we'll probably introduce with the Cybertruck, so maybe in about a year or so""",[]
Gerard_txt,,,24,70,557,0,"@FutureJurvetson @muellerfreitag @Tesla @elonmusk @karpathy What a bullshit. Tesla has the lowest R&amp;D in automotive. He lies as soon as he opens his mouth. Where are the Solar Roof Tiles, the Cybertruck, The Roadster, the semi and their exclusive battery technology? Just more lies and TAM.",[]
tsla04401009,"Interested in Tesla, energy, sustainability, AI, and the future.","Santa Cruz, CA",838,130,427,0,@PrvnKalavai @TroyTeslike This is why it never made sense for Cybertruck to be the first first vehicle manufactured in Giga Texas. There's a ton of new tech and manufacturing processes that need to be finalized for CT whereas most of the Texas Model Y is building off of existing tech and processes.,[]
sclyonsburke,,"Maryland, USA",506,62,42465,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
Bb1Kehn,"📸 Photographer, Anime, Tech, #Bitcoin, #Dividends, $TSLA | #Model3 + Referral: https://t.co/kGGpKEBpKI","Bay Area, CA",1317,1645,27010,3,"HW2, HW2.5 &amp; HW3 were introduced to all vehicles at the same time. HW4 should be the same.

If Cybertruck existed before HW4, it would be just one of five vehicles that would get HW4 at the same time as others &amp; there would be no reason for Elon to mention Cybertruck specifically https://t.co/wghIyqWqkP",[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,3,"HW2, HW2.5 &amp; HW3 were introduced to all vehicles at the same time. HW4 should be the same.

If Cybertruck existed before HW4, it would be just one of five vehicles that would get HW4 at the same time as others &amp; there would be no reason for Elon to mention Cybertruck specifically https://t.co/wghIyqWqkP",[]
skullslayer254,Full Timer Twitch Streamer!,,2226,581,29911,5,"Based on Elon's comment here it appears Cybertruck is now delayed until Q3 2022 (2:51:54): https://t.co/RJjDxsjJSY

""Obviously, there will be a future hardware 4 or full self-driving computer 2 which we'll probably introduce with the Cybertruck, so maybe in about a year or so""",[]
PrvnKalavai,"Future #FSDbeta tester/ Model 3 - VIN 94304/ Cybertruck/ Tesla/ SpaceX/ TheBoringCompany/ Neuralink

*Tweets are just my opinions and not investment advice*","Chelsea, MA",187,95,3682,0,"@TroyTeslike It seems like there are many 🧩🧩 pieces for Cybertruck.
- 4680s
- HW4
- exo skeleton 
- 8T Giga press
There's a &gt;0% chance it could get delayed even further if they find issues sorting out any one of the above.",[]
ZZCOOL,"200k subs I made gta mod videos in 09 before it was cool, I tweet and say random things/depressing/nsfw things",Sweden Gothenburg,4992,3577,151675,0,"my glowing T idea for my cybertruck plaid design, the T would also function as a charge indicator https://t.co/l8TipWr3sP",[]
ROTANGll,"Full Blown $TSLAQ - exposing fanboyism, hype, fraud, partial self driving, pipe dreams, humanoid sex toys and Tesla fuQbois. 🤡🤡🤡🤡","San Francisco, CA",0,1,57,0,@Paul91701736 The GimpBot is a fantasy. Notice how Tesla always has something in the pipeline to keep the fanboys dreaming and talking. Cybertruck where? Semi where? Roadster where? 4680 where? FSD where? Fantasy products are cheaper than marketing. $TSLA $TSLAQ,[]
TBSkyen,"CONTACT: castercomix@gmail.com | Cartoonist, YouTuber | He/him | https://t.co/hv3E2yzA2s",Scandinavia,689,21501,2740,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
ohmahahm,"https://t.co/QrZBdDNABg
Art of not selling  #Bitcoin  $TSLA #CYBERTRUCK owner",Capitalism,2868,8213,55135,5,"Based on Elon's comment here it appears Cybertruck is now delayed until Q3 2022 (2:51:54): https://t.co/RJjDxsjJSY

""Obviously, there will be a future hardware 4 or full self-driving computer 2 which we'll probably introduce with the Cybertruck, so maybe in about a year or so""",[]
LewdCoogs,"NSFW/AD The Lewd Coogs~ Gay He/Them 18+Only!
 This account shamelessly retweets delicious art~
#BLM #ACAB","Oregon, USA",245,118,13525,11,"The #TeslaBot reminds me of @alexriesart Metahuman WIP design. Also the Crew Dragon capsule design reminded me of the Spear painting design. 

Bonus points if you spot a #cybertruck design in these screenshots😂 https://t.co/8jvFHONMJR",['TeslaBot']
TermTesla,Arriving soon via Tesla Not-O-Pilot,"Santa Monica, CA",846,93,5160,5,"Based on Elon's comment here it appears Cybertruck is now delayed until Q3 2022 (2:51:54): https://t.co/RJjDxsjJSY

""Obviously, there will be a future hardware 4 or full self-driving computer 2 which we'll probably introduce with the Cybertruck, so maybe in about a year or so""",[]
ZZCOOL,"200k subs I made gta mod videos in 09 before it was cool, I tweet and say random things/depressing/nsfw things",Sweden Gothenburg,4992,3577,151675,0,i think i want to finish my cybertruck plaid design as it's growing on me https://t.co/aIks1Nsxw8,[]
Brandonurbz_,Small Good Decisions. Cult. Read books. Watch Evangelion. Stonks. Tesla. Real Estate.,"Blackwood, NJ",3018,2225,5375,0,If Cybertruck doesn’t come out next year I’m buying a Porsche,[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@Conndor HW2, HW2.5 &amp; HW3 were all introduced to all vehicles at the same time. HW4 should be the same.

If Cybertruck existed before HW4, it would be just one of five vehicles that would get HW4 at the same time and there would be no reason for Elon to mention Cybertruck specifically.",[]
Burchoff,,,46,26,2695,0,@TroyTeslike Why are we assuming this means cybertruck will be blocked by development of new FSD hardware and camera hardware? This could easily just be a line change after it starts shipping. You know tesla doesnt do the whole model year thing to make changes.,[]
DiplomacyGhosty,You need to know some atoms of the truth for you to be able to lie convincingly about it. #politics #history.,,2,0,467,7258,"Cybertruck Unveil starts at 8

Stay tuned for livestream https://t.co/zrbsoKKLd7",[]
DiplomacyGhosty,You need to know some atoms of the truth for you to be able to lie convincingly about it. #politics #history.,,2,0,467,2652,"Cybertruck Unveil livestream starts at 8pm 
https://t.co/BhTBgNqeWQ https://t.co/qzKnsIkkms",[]
DiplomacyGhosty,You need to know some atoms of the truth for you to be able to lie convincingly about it. #politics #history.,,2,0,467,2859,The MotorTrend team visited @Tesla twice during the development of #Cybertruck. Six exclusive stories and five videos at https://t.co/QekmkjBSJi https://t.co/8HBnsspbtg,['Cybertruck']
ZukosWorld,Advocate for service animals and equal access. Service dog handler/trainer.,"Tallahassee, Florida, USA",294,111,3832,0,"@Paul91701736 then there are the minor non-existent products.

Silent yard blower
Electric ATV in back of cybertruck that was actually a yamaha blaster
Electric bike
Ventilators",[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@MarkJam93765764 Yes, I also think Cybertruck needs 4680 cells and is therefore delayed.",[]
AhoyChunk,Have you tried accessing the vector space in your mind?,,108,27,1349,0,Is hardware 4 required on #cybertruck due to increased computational load of off-road fsd terrain analysis? @Tesla  @elonmusk,['cybertruck']
MarkJam93765764,"Loving the journey, Living the golden rule ❤️🌏
Rarely serious 😜
Model 3 owner, Plaid X and  Cybertruck on order. 
Following Elon, Tesla, SpaceX",Arizona,418,966,13186,0,"@TroyTeslike October 2022 😉 

Elon also said they will make the Y without 4680’s if need be, but Cybertruck has to have them to meet the stated specs. I’m guessing that is part of the reason for the delay.",[]
Dead_Freq,idk.,"Cura Carpignano, Lombardia",1770,233,13094,0,@YourFellowArab The camera will buy you that cybertruck in 3 months,[]
AstroPotamus,"Look up at the stars and not down at your feet. Try to make sense of what you see, and wonder about what makes the universe exist. Be curious. -Stephen Hawking",Blue Marble,2,1114,80016,7,"Your family is waiting for you. So, please wear a seat belt while driving.
Wear Seat Belt, Save Multiple Lives.

#mechanical #technology #mechanicalengineering #designing #automotive #autotech #automobile #BS6Engine #Mahindra #Tata #mechanical #ElonMusk #Cybertruck #Truck #space https://t.co/5z74l2FYIS",[]
ohmahahm,"https://t.co/QrZBdDNABg
Art of not selling  #Bitcoin  $TSLA #CYBERTRUCK owner",Capitalism,2868,8213,55135,10,"This turned out to be completely wrong &amp; I want to explain how it happened

Somebody saw Oct mentioned next to Cybertruck and told me prod will start in Oct. I thought wow that's so early, it must be before Model Y. In hindsight Oct might be referring to the building or machinery https://t.co/pkqvWOUy53",[]
alexriesart,"Concept Artist and Illustrator

Literary Rep: @thefingersofgod

Contact: alexriesart@gmail.com

Redbubble: https://t.co/N2HCYVZH0h

Patreon: https://t.co/xjlGyKT4hK",Australia,790,19534,28780,11,"The #TeslaBot reminds me of @alexriesart Metahuman WIP design. Also the Crew Dragon capsule design reminded me of the Spear painting design. 

Bonus points if you spot a #cybertruck design in these screenshots😂 https://t.co/8jvFHONMJR",['TeslaBot']
Stephan9015,"Interested in #EV, #BEV, #battery & #lithium. Below is a link to a list with 568 new and upcoming battery electric vehicle models. Sharing is highly encouraged.",Germany,50,238,3522,0,"I didn't watch the #Tesla AI day event, but this might be an indication as to when the 4680 #battery cells might be ready. I wonder if Tesla has some contracts for the semi that it would have to fulfill first. #Cybertruck, $TSLA, $TSLAQ, #EV, #BEV https://t.co/7vT3CVpmSZ","['Tesla', 'battery', 'Cybertruck', 'EV', 'BEV']"
DiplomacyGhosty,You need to know some atoms of the truth for you to be able to lie convincingly about it. #politics #history.,,2,0,467,16183,Cybertruck prototype in New York this weekend,[]
DiplomacyGhosty,You need to know some atoms of the truth for you to be able to lie convincingly about it. #politics #history.,,2,0,467,4138,"Tesla Cybertruck in Times Square.

#cybertruck https://t.co/65BIn9WNsY",['cybertruck']
DiplomacyGhosty,You need to know some atoms of the truth for you to be able to lie convincingly about it. #politics #history.,,2,0,467,9673,Cybertruck in NYC https://t.co/Q7JnSo1QoX,[]
BabyGuala_,593 🌎 these Nike boxes ain’t for shoe space,,77,61,5863,0,I really would want a Tesla CyberTruck,[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,5,"Based on Elon's comment here it appears Cybertruck is now delayed until Q3 2022 (2:51:54): https://t.co/RJjDxsjJSY

""Obviously, there will be a future hardware 4 or full self-driving computer 2 which we'll probably introduce with the Cybertruck, so maybe in about a year or so""",[]
mohammedhafrat9,,,25,24,983,7,"Your family is waiting for you. So, please wear a seat belt while driving.
Wear Seat Belt, Save Multiple Lives.

#mechanical #technology #mechanicalengineering #designing #automotive #autotech #automobile #BS6Engine #Mahindra #Tata #mechanical #ElonMusk #Cybertruck #Truck #space https://t.co/5z74l2FYIS",[]
DPM_Chris,"Co-founder, Pappa, Husband, Ally, and former 12 hour per day grinder who has been retired by the Mrs...","Pittsburgh, PA",323,209,1145,4,"Tesla hasn't delivered the promised Cybertruck, high-speed tunnel from DC to Baltimore, mini submarines to save people in caves, etc., but we should definitely continue to feed Musk's ADHD endeavors. How can he manipulate the market without our support? https://t.co/eCRB6LSzsE",[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,10,"This turned out to be completely wrong &amp; I want to explain how it happened

Somebody saw Oct mentioned next to Cybertruck and told me prod will start in Oct. I thought wow that's so early, it must be before Model Y. In hindsight Oct might be referring to the building or machinery https://t.co/pkqvWOUy53",[]
MegLavDC,"Former Fed, now small biz owner. IT project mgmt nerd. Anti 'irregardless.' Twin mom w/best dog ever but NO vote in Congress. NOLS alum. #DCStatehood #GunReform","Washington, DC",12087,17436,28048,4,"Tesla hasn't delivered the promised Cybertruck, high-speed tunnel from DC to Baltimore, mini submarines to save people in caves, etc., but we should definitely continue to feed Musk's ADHD endeavors. How can he manipulate the market without our support? https://t.co/eCRB6LSzsE",[]
ProgRebel,"Every ZIP code should have a #PostOfficePatriot group to push every politician towards a new USA Constitution!

#BasicIncome #PostOfficeBank #NewConstitutionUSA",MI,1588,1539,31614,0,"@comradebirb Cybertruck! Er, uh, wait, that's neither small, nor available yet.

Then... candy. After working for 15 months I can afford bags of candy to munch on while I delivery drive.",[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,4,"You may have to wait until next year for the #Tesla Cybertruck, but this can be ordered now. #cars #luxury #gadgets $TSLA https://t.co/Ju5kjpLNND","['Tesla', 'cars', 'luxury', 'gadgets']"
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,8,"First commercial Tesla Cybertruck spotted in Ioannina, Greece $TSLA https://t.co/JjdKH5HgHj",[]
mondiani,"Eu sou um fotógrafo! My style? Amazing! Extraordinaire! 

Moi, je",Brussels,1046,245,20466,0,"@YangDailyCast @kirkluvzstonks @jasondebolt Semi, cybertruck, solarcity, funding secured, robotaxi, coast to coast summon, roadster 2, the Vegas Loop, the hyperloop, the Tesla bot ... how many confidence jobs you need before admitting you were conned ?",[]
pgeradactyl,Finance & Wealth Mgmt professional • CFA level 1 candidate • Fitness and outdoors enthusiast • Recent SoCal transplant • Bilingüe • Mostly here when #ITFDB.,"Austin, TX",957,156,3945,0,"@SamtLeslie Considering range in real-world usage tends to disappoint, that sounds very bad.  Not the same cargo capacity on its own, but CyberTruck far superior.  Could trailer.",[]
DanBart86,"United States Marine Corps Veteran, MiraDry Testing Engineer, Future PG&E Employee",A Galaxy Far Far Away,117,45,383,0,Curious to see what Tesla’s work around will be for the #cybertruck’s charging while pulling a trailer. @elonmusk,['cybertruck']
joemacktrustee,"Professional Trustee interested in Bitcoin, Bay Area Sports, Startups, Estate Planning. Partner at Lorenz Private Trustees. My views are my own.","Temecula, CA",933,473,4324,0,"If @tesla and @elonmusk numbered their first 100 cybertrucks and also included a cybertruck NFT to go with each one, I wonder what they would sell for?",[]
WeaponOutfitter,Twitter account for https://t.co/vjbaOD8H1s,PNW,1578,13086,44757,0,I just bet my homie who is a manager at Paccar that the Tesla Cybertruck’s first delivery will be before July 2022,[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@TSLAFanatic @hxteng82 Let's assume Elon had said, ""[I will get a dog] when we start making the Cybertruck about a year from now"". 

As you see, the first part is not relevant to Cybertruck timing the way I'm reading what he said.",[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@TSLAFanatic @hxteng82 The way I read it, Elon said [HW4 will be introduced] when they start making the Cybertruck a year from now.

In this statement, the part inside square brackets [] is irrelevant.",[]
gopronet,"Spontaneous, take the bull by the horns business owner that loves his kids and wife more than anything. I'm not a financial advisor so seek one out.","Florida, USA",88,30,1245,0,"Scheduled the pick up of my company's new Model Y which will be utilized until the CyberTruck order is ready after roughly 98,000 other people potentially get their trucks ahead of ours!  Could be worse, we could be number 1,098000,00 😂!!! https://t.co/jcQ4UD9qNt",[]
AKindrat,"Civil Engineer, avid traveler, Canadian, father, SpaceX & Tesla fan!",,645,80,1340,0,"@TSLAFanatic @TroyTeslike @hxteng82 💯agree. One can speculate that Elon meant Cybertruck won’t launch until FSD 2 is ready, but that’s not what he said. It is still possible it launches sooner with FSD 1, but is the first vehicle in their fleet to have FSD 2",[]
am_paraj,"Travel Demand Modeler, Transport Analyst | Interests: Macroeconomics, Geopolitics, Football and Cricket.","Brisbane, Australia",804,82,11140,0,"@techAU @elonmusk It’s hard to think about new products from $TSLA when we can’t even get the Model Y in Australia, let alone Roadster or CyberTruck. I’m sure I’ve missed other products. Does the Tesla Bot come ahead of all those? 🤷‍♂️",[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@saiyar @WR4NYGov @davecrerar Your interpretation requires launching Cybertruck with HW3, then a few months later switching new Cybertrucks to HW4 but leaving Model S/X/3/Y with HW3. That's not going to happen. It didn't happen with HW2 or 2.5 or 3. People would stop buying S/X/3/Y.",[]
toddntay,"Entrepreneur, foodie, investor",,93,6,16,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
ZeroCarbonKev,urbanist with an active and electric transportation inclination. Biking and charging towards a zero emissions future.,,352,55,1016,0,"@Matthew4300 @jackcalifano The f150 hybrid and the new f150 electric have 7-9000watts of power output, way more than needed to run a grill. Rivian and CyberTruck should be similar. Hyundai Inoiq has 3500 watts. Time for all electric tailgating.",[]
Pa1Sta,"FEAR NO 1
RESPECT
EVERY 1",,203,5,9,0,@Tesla I see only prototypes where are the actual ones even for cybertruck,[]
World2Dumb,,Global,133,11,607,0,@primomcprimo @TechInsider You know knowing cybertruck and roadster don't expect it to follow the timeline ye,[]
MrIvanJohnson,"Le moral, c'est le travelling (JLG) · anti-guerre · pro-cinéma · いろいろ · $TSLAQ for the lols • #crypto critic for environmental reasons",Alphaville,2259,1060,60526,0,"@TESLAcharts @QTRResearch “will be weird” when this is never produced just like battery swap, solar roof, Roadster 2.0, Semi, Cybertruck, hyperloop in LA… etc etc",[]
TheHousePlug_,"🏜REALTOR®️🎓UTRGV Alum 🌎Immigrant - “WHY BE GOOD, WHEN YOU CAN BE GREAT”","McAllen, TX",6443,7625,233,0,A Tacoma sounds nice. I’m not getting a cybertruck anytime soon so…,[]
erniekim75,"ex-management consultant, an entrepreneur and an investor. 3 successful exits and habitual 10x investments. Not offering service or advice.","Dallas, TX",332,372,1470,0,"@goetz_21 @WOLF_Financial $TSLA, probably not.  It has gone up so much already.  More like 2-3x from here unless cybertruck takes away enormous amount of market share AND other EV startups fail AND traditional OEM can’t catch up in the EV race.  Then yes, 5-10x would be very possible.",[]
fossbytes14,We simplify technology and make interesting tech videos. Got a tip? Contact us admin@fossbytes.com,India,546,13527,14157,0,"Cybertruck might get a new styled windshield and dashboard.

https://t.co/446GFBHBpK",[]
Neromanceres,"I like technology, cars and aerospace.  I'm an engineer that works in the electric heating cable industry.","ÜT: 43.420428,-80.537791",132,152,5717,4,"Congrats to @DuncanNAldred and the @GMC team - knocking it out of the park on EV pickups and likely to beat Tesla Cybertruck and Rivian to market
https://t.co/lCAD6noyJG",[]
MiguelICarlos,CEO @FairMarket_Ph & @mccventures All I wanted is to level the playing field. Making #crypto accessible in Southeast Asia! #Bitcoin & @Ethereum Investor!,"Newport Beach, CA",3598,4012,267956,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
jeanlukereports,Not a Journalist family joke cause I know all family news,San Francisco,400,168,28,0,"Would putting in motion sensor strobe light correct this problem? Live out in the country, spent 3k on rat damage on my truck waiting to get a Cybertruck Hoping @Tesla has a solution @elonmusk  https://t.co/dTmnID7tSI",[]
aysemuniz,"Building the next generation of life science and biotech companies that promote planetary and human health at Flagship Pioneering. PhD UMich.
 /eye-sheh/",,886,133,235,0,@anandcpatelmdms @NatHarooni @Biotech2k1 What is Biotech’s Cybertruck? 😄 https://t.co/0Gmm3wO8r8,[]
tallpaulcdn,"Stockmarket & Crypto Investor - Tesla, Bitcoin, Ethereum, Doge. Supporter of Elon Musk, Tesla, Starlink Supporter, Cybertruck pre-ordered. Retired. 😎🇨🇦🚀",,544,458,1733,0,@hikingskiing Driving my Tesla Cybertruck Robotaxi keeping the truck and passengers safe and making me money. 😎🇨🇦🚀,[]
ZZCOOL,"200k subs I made gta mod videos in 09 before it was cool, I tweet and say random things/depressing/nsfw things",Sweden Gothenburg,4992,3577,151675,0,"cybertruck plaid concept, it's growing on me, nowhere near finished #cybertruck 
the roof has been flattened ever so slightly so you can't tell, front has been angled a little, bumpers have been removed, sidewindows have been lined up with the windshield, windshield is missing. https://t.co/ITdmmp0H6Z",['cybertruck']
KevinRehberg,Starter. Creator of ideas. Master of coin. Fintech fanatic. Living my dream in San Diego @trustandwill.,"San Diego, CA",999,378,2690,0,In the #Metaverse will #TSLA robots drive @Tesla’s #cybertruck? 🧐🤔 @elonmusk,"['Metaverse', 'TSLA', 'cybertruck']"
ZZCOOL,"200k subs I made gta mod videos in 09 before it was cool, I tweet and say random things/depressing/nsfw things",Sweden Gothenburg,4992,3577,151675,0,"i call it the cybertruck plaid, shame the person i worked with does not want to continue so it lacks textures etc, it has been redesigned so little that it still retains the design it had #cybertruck 
handles removed bumpers removed, sharp some flat pieces have been made sharp https://t.co/e08YGsBVTv",['cybertruck']
DmaxXmax,"It's My Life and It's Now or Never, I ain't gonna live forever, I just want to live while I'm alive, (It's My Life) My Heart is like an open highway!",,4,0,2,0,"@VehicleLegends Add Tesla Cybertruck for 1,000,000 
With a Autopilot service",[]
RJ_Y16,Huge #tesla fan! I love my friends: @JPProduct1ons @Ocean_dreamer1  @cheriana03 @EmmaTheFam @SamiSnoke88 💙@GirlNxDoor💙 $RJthetechreviewer,"Shirley, NY",858,277,35620,0,? on @YouTube: How to Fold your Unofficial Laser Cut Cybertruck! https://t.co/grtXiNsxsG,[]
FreedricksonRio,American workers unite : You have nothing to lose but your chains.   Appropriate Capital for the Workers. Tax the Rich 70%,United States,310,239,23240,0,"@daver6640 @Teslarati @KlenderJoey He’s 80 years old, do you think he really wants a cybertruck?",[]
TLSoundwave,"Old enough to know better, too young to give a shit.

He/Him.

RTs do not necessarily equal endorsements.

Trumpbots will be blocked.

#BlackLivesMatter","St. John's, NL, Canada",567,191,71875,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
snuggdawg,,,4,0,263,0,@TeslaSydney @stevenmarkryan @elonmusk @Tesla Can you tell me one time when Musk has met his plan date?  It's all hype.  Ford lightning will outsell the cybertruck by 20x,[]
aseemchandra,"For the love of data! Tweets on startups, investing, physics, dad jokes. ex @mayfieldfund @adobe @omniture @oracle. Bringing data intelligence to all @ Immersa",🇺🇸 🇮🇳,1763,2760,4453,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
K0rtal_M0mbat,,,131,23,2369,0,"@elonmusk 

🐻 @KodiakToken 🐻

I WOULD LIKE TO PURCHASE A @Tesla CYBERTRUCK.  JUST RETWEET THIS AND I WILL. https://t.co/UG8M8n7HzS",[]
ohcheepeng,"Software, Tech, Tesla, and brave new world",Malaysia,230,96,1625,0,"Tesla Cybertruck will solve this with faster acceleration, bulletproof.

#tesla
#cybertruck
https://t.co/Yc3Jn3FUBt","['tesla', 'cybertruck']"
SubOptimusPrim3,"Just a robot living in a simulation, nothing to see here. click the link below to see my holes⬇️",The Simulation,17,33,53,0,"@floris_simon @TeslaAndBitcoin Interesting stance from a Tesla fan boy.   Care to comment on the exponential revenue growth, redesigning their chips to work around the global chip shortage or 1.25mil Cybertruck orders?",[]
Emmanue15582689,There’s simplicity in honesty ✨,,117,26,907,3,Hey @elonmusk finally i had the courage to order the #cybertruck.. Can’t wait to ride it..😻 https://t.co/lYfHlkKA8r,['cybertruck']
TheJewbyrd7777,"Science, Truth, Morality, Empathy, Imagination, Democracy, Accountability. 🪑 Holder
Owning up to ones mistakes, paying it forward. 
Believe in something.",Type Zero,609,666,77907,0,@hikingskiing Optimus and the gal who did Cybertruck hologram is my guess.,[]
2000Z28,"Dad, Engineer, I❤️⚡️🚗+🛻, Standing Up for Justice. I like 🚀, surfing the 3rd Coast, and designing batteries for GM #BLM He/him. #IWorkForGM Views are my own.","Michigan, USA",1119,191,2604,4,"Congrats to @DuncanNAldred and the @GMC team - knocking it out of the park on EV pickups and likely to beat Tesla Cybertruck and Rivian to market
https://t.co/lCAD6noyJG",[]
TheSaneWhitaker,Not accepting feedback on this tweet right now. Hope you like comic books! No? oh. A footnote in everyone else's story. BLM. Retweets =/= endorsements. He/him.,The United States of America,64,287,307844,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
